city,state,geoid,portal_cameras,osm_flock_in_limits,ratio,population,median_income,pct_black,pct_hispanic,portal_updated
Wrightsville Beach,NC,3775820,4,4,1.0,2848.0,125074.0,0.702247191011236,1.9311797752808988,2026-09-23
Wylie,TX,4880356,6,7,1.1666666666666667,57063.0,109465.0,13.16089234705501,17.981879676848397,2026-09-23
Wyoming,MI,2688940,44,50,1.1363636363636365,76732.0,67234.0,9.015795235364646,24.06557889798259,2026-09-22
Wyoming,MN,2772022,4,6,1.5,8037.0,99821.0,0.0,1.2815727261415952,2026-09-23
Wyoming,OH,3986730,8,8,1.0,8720.0,137917.0,13.646788990825687,1.4220183486238531,2026-09-22
Wytheville,VA,5188000,11,7,0.6363636363636364,8228.0,39459.0,5.201750121536218,2.297034516285853,2026-09-23
Yelm,WA,5380220,8,6,0.75,10438.0,88818.0,3.4297758191224372,10.222264801686146,2026-09-22
Yuba City,CA,0686972,15,22,1.4666666666666666,69535.0,70412.0,2.164377651542389,31.364061264111598,2026-09-22
Yukon,OK,4082950,7,7,1.0,24198.0,75865.0,1.7563434994627656,9.35614513596165,2026-09-23
Zanesville,OH,3988084,17,14,0.8235294117647058,24772.0,40927.0,8.594380752462458,2.8822864524463103,2026-09-23
Zionsville,IN,1886372,11,26,2.3636363636363638,30832.0,152788.0,2.581733264141152,2.7828230409963672,2026-09-22
